"student_name","student_id","student_email","programme","year","address","contact","module_id","module_name","module_leader","lecturer1","lecturer2","faculty","building","room","exam_mark","coursework1","coursework2","coursework3"
"Kayla Ballard","273513590","KB27Y24@UoNEHT.ac.uk","Computer Science","1","4242 Jacob Bypass Suite 238 New Andreberg, ND 28309","001-475-750-7150x42936","COMP1402","Introduction to Software","Jennifer Johnson","","","Faculty of Technology","B68","R9070","58","12","",""
"Kayla Ballard","273513590","KB27Y24@UoNEHT.ac.uk","Computer Science","1","4242 Jacob Bypass Suite 238 New Andreberg, ND 28309","001-475-750-7150x42936","COMP1403","Beginner's Modelling","Michael Clark","","","Faculty of Technology","B21","R3009","62","13","",""
"Kayla Ballard","273513590","KB27Y24@UoNEHT.ac.uk","Computer Science","1","4242 Jacob Bypass Suite 238 New Andreberg, ND 28309","001-475-750-7150x42936","COMP1404","Basic Algorithms","Emily Bowers","","","Faculty of Technology","B80","R2032","79","2","4",""
"Willie Williams","273529691","WW7Y24@UoNEHT.ac.uk","Computer Science","1","53115 Matthew Harbors Apt. 075 South James, ID 90817","631-715-9167","COMP1401","Basic Programming","Michael Navarro","Rachel Murray","","Faculty of Technology","B17","R7043","65","4","2","0"
"Willie Williams","273529691","WW7Y24@UoNEHT.ac.uk","Computer Science","1","53115 Matthew Harbors Apt. 075 South James, ID 90817","631-715-9167","COMP1402","Introduction to Software","Jennifer Johnson","","","Faculty of Technology","B68","R9070","38","14","",""
"Willie Williams","273529691","WW7Y24@UoNEHT.ac.uk","Computer Science","1","53115 Matthew Harbors Apt. 075 South James, ID 90817","631-715-9167","COMP1403","Beginner's Modelling","Michael Clark","","","Faculty of Technology","B21","R3009","72","3","",""
"Willie Williams","273529691","WW7Y24@UoNEHT.ac.uk","Computer Science","1","53115 Matthew Harbors Apt. 075 South James, ID 90817","631-715-9167","COMP1404","Basic Algorithms","Emily Bowers","","","Faculty of Technology","B80","R2032","80","6","9",""
"Jeff Williams","273531183","JW73Y24@UoNEHT.ac.uk","Computer Science","1","344 Thomas Lane Apt. 155 Cristinachester, KY 97216","708.382.3108x693","COMP1401","Basic Programming","Michael Navarro","Rachel Murray","","Faculty of Technology","B17","R7043","47","0","2","1"
"Jeff Williams","273531183","JW73Y24@UoNEHT.ac.uk","Computer Science","1","344 Thomas Lane Apt. 155 Cristinachester, KY 97216","708.382.3108x693","COMP1402","Introduction to Software","Jennifer Johnson","","","Faculty of Technology","B68","R9070","65","18","",""
"Jeff Williams","273531183","JW73Y24@UoNEHT.ac.uk","Computer Science","1","344 Thomas Lane Apt. 155 Cristinachester, KY 97216","708.382.3108x693","COMP1403","Beginner's Modelling","Michael Clark","","","Faculty of Technology","B21","R3009","17","7","",""
"Jeff Williams","273531183","JW73Y24@UoNEHT.ac.uk","Computer Science","1","344 Thomas Lane Apt. 155 Cristinachester, KY 97216","708.382.3108x693","COMP1404","Basic Algorithms","Emily Bowers","","","Faculty of Technology","B80","R2032","68","6","8",""
"Christine Elliott","273628804","CE6Y24@UoNEHT.ac.uk","Computer Science","1","143 Rebecca Key South Joseph, WV 60483","(958)367-5210x74025","COMP1401","Basic Programming","Michael Navarro","Rachel Murray","","Faculty of Technology","B17","R7043","46","2","6","3"
"Christine Elliott","273628804","CE6Y24@UoNEHT.ac.uk","Computer Science","1","143 Rebecca Key South Joseph, WV 60483","(958)367-5210x74025","COMP1402","Introduction to Software","Jennifer Johnson","","","Faculty of Technology","B68","R9070","18","15","",""
"Christine Elliott","273628804","CE6Y24@UoNEHT.ac.uk","Computer Science","1","143 Rebecca Key South Joseph, WV 60483","(958)367-5210x74025","COMP1403","Beginner's Modelling","Michael Clark","","","Faculty of Technology","B21","R3009","6","20","",""
"Christine Elliott","273628804","CE6Y24@UoNEHT.ac.uk","Computer Science","1","143 Rebecca Key South Joseph, WV 60483","(958)367-5210x74025","COMP1404","Basic Algorithms","Emily Bowers","","","Faculty of Technology","B80","R2032","7","2","5",""
"Jonathan Ward","273718816","JW74Y24@UoNEHT.ac.uk","Computer Science","1","0079 Steve Vista Beckyview, SC 66383","814.868.6807x7355","COMP1401","Basic Programming","Michael Navarro","Rachel Murray","","Faculty of Technology","B17","R7043","17","3","6","2"
"Jonathan Ward","273718816","JW74Y24@UoNEHT.ac.uk","Computer Science","1","0079 Steve Vista Beckyview, SC 66383","814.868.6807x7355","COMP1402","Introduction to Software","Jennifer Johnson","","","Faculty of Technology","B68","R9070","80","11","",""
"Jonathan Ward","273718816","JW74Y24@UoNEHT.ac.uk","Computer Science","1","0079 Steve Vista Beckyview, SC 66383","814.868.6807x7355","COMP1403","Beginner's Modelling","Michael Clark","","","Faculty of Technology","B21","R3009","13","11","",""
"Jonathan Ward","273718816","JW74Y24@UoNEHT.ac.uk","Computer Science","1","0079 Steve Vista Beckyview, SC 66383","814.868.6807x7355","COMP1404","Basic Algorithms","Emily Bowers","","","Faculty of Technology","B80","R2032","24","8","5",""
"Cody Barker","273790596","CB36Y24@UoNEHT.ac.uk","Computer Science","1","68557 Watts Wall North Wanda, FM 09673","001-205-428-1097x273","COMP1401","Basic Programming","Michael Navarro","Rachel Murray","","Faculty of Technology","B17","R7043","44","0","9","1"
"Cody Barker","273790596","CB36Y24@UoNEHT.ac.uk","Computer Science","1","68557 Watts Wall North Wanda, FM 09673","001-205-428-1097x273","COMP1402","Introduction to Software","Jennifer Johnson","","","Faculty of Technology","B68","R9070","22","7","",""
"Cody Barker","273790596","CB36Y24@UoNEHT.ac.uk","Computer Science","1","68557 Watts Wall North Wanda, FM 09673","001-205-428-1097x273","COMP1403","Beginner's Modelling","Michael Clark","","","Faculty of Technology","B21","R3009","23","9","",""
"Cody Barker","273790596","CB36Y24@UoNEHT.ac.uk","Computer Science","1","68557 Watts Wall North Wanda, FM 09673","001-205-428-1097x273","COMP1404","Basic Algorithms","Emily Bowers","","","Faculty of Technology","B80","R2032","12","0","8",""
"Angelica Bell","273889546","AB49Y24@UoNEHT.ac.uk","Computer Science","1","83855 Maria Canyon Suite 758 Lake Nicholas, OK 62359","956-991-3306","COMP1401","Basic Programming","Michael Navarro","Rachel Murray","","Faculty of Technology","B17","R7043","53","3","10","4"
"Angelica Bell","273889546","AB49Y24@UoNEHT.ac.uk","Computer Science","1","83855 Maria Canyon Suite 758 Lake Nicholas, OK 62359","956-991-3306","COMP1402","Introduction to Software","Jennifer Johnson","","","Faculty of Technology","B68","R9070","23","14","",""
"Angelica Bell","273889546","AB49Y24@UoNEHT.ac.uk","Computer Science","1","83855 Maria Canyon Suite 758 Lake Nicholas, OK 62359","956-991-3306","COMP1403","Beginner's Modelling","Michael Clark","","","Faculty of Technology","B21","R3009","62","13","",""
"Angelica Bell","273889546","AB49Y24@UoNEHT.ac.uk","Computer Science","1","83855 Maria Canyon Suite 758 Lake Nicholas, OK 62359","956-991-3306","COMP1404","Basic Algorithms","Emily Bowers","","","Faculty of Technology","B80","R2032","61","3","7",""
"Kevin Clark","273932688","KC35Y24@UoNEHT.ac.uk","Computer Science","1","6973 Gutierrez Junction Apt. 023 Port Jenniferside, ID 16531","001-203-283-1326x968","COMP1401","Basic Programming","Michael Navarro","Rachel Murray","","Faculty of Technology","B17","R7043","0","1","2","1"
"Kevin Clark","273932688","KC35Y24@UoNEHT.ac.uk","Computer Science","1","6973 Gutierrez Junction Apt. 023 Port Jenniferside, ID 16531","001-203-283-1326x968","COMP1402","Introduction to Software","Jennifer Johnson","","","Faculty of Technology","B68","R9070","10","8","",""
"Kevin Clark","273932688","KC35Y24@UoNEHT.ac.uk","Computer Science","1","6973 Gutierrez Junction Apt. 023 Port Jenniferside, ID 16531","001-203-283-1326x968","COMP1403","Beginner's Modelling","Michael Clark","","","Faculty of Technology","B21","R3009","37","15","",""
"Kevin Clark","273932688","KC35Y24@UoNEHT.ac.uk","Computer Science","1","6973 Gutierrez Junction Apt. 023 Port Jenniferside, ID 16531","001-203-283-1326x968","COMP1404","Basic Algorithms","Emily Bowers","","","Faculty of Technology","B80","R2032","37","10","9",""
"Lisa Brown","274026792","LB7Y24@UoNEHT.ac.uk","Computer Science","1","4067 James Track Apt. 782 Fordfort, IA 71426","","COMP1401","Basic Programming","Michael Navarro","Rachel Murray","","Faculty of Technology","B17","R7043","32","5","2","4"
"Lisa Brown","274026792","LB7Y24@UoNEHT.ac.uk","Computer Science","1","4067 James Track Apt. 782 Fordfort, IA 71426","","COMP1402","Introduction to Software","Jennifer Johnson","","","Faculty of Technology","B68","R9070","7","6","",""
"Lisa Brown","274026792","LB7Y24@UoNEHT.ac.uk","Computer Science","1","4067 James Track Apt. 782 Fordfort, IA 71426","","COMP1403","Beginner's Modelling","Michael Clark","","","Faculty of Technology","B21","R3009","36","16","",""
"Lisa Brown","274026792","LB7Y24@UoNEHT.ac.uk","Computer Science","1","4067 James Track Apt. 782 Fordfort, IA 71426","","COMP1404","Basic Algorithms","Emily Bowers","","","Faculty of Technology","B80","R2032","41","4","10",""
"Alexander Lee","274037199","AL16Y24@UoNEHT.ac.uk","Computer Science","1","Unit 5114 Box 1795 DPO AA 75364","(630)868-6690x930","COMP1401","Basic Programming","Michael Navarro","Rachel Murray","","Faculty of Technology","B17","R7043","11","2","3","0"
"Alexander Lee","274037199","AL16Y24@UoNEHT.ac.uk","Computer Science","1","Unit 5114 Box 1795 DPO AA 75364","(630)868-6690x930","COMP1402","Introduction to Software","Jennifer Johnson","","","Faculty of Technology","B68","R9070","54","5","",""
"Alexander Lee","274037199","AL16Y24@UoNEHT.ac.uk","Computer Science","1","Unit 5114 Box 1795 DPO AA 75364","(630)868-6690x930","COMP1403","Beginner's Modelling","Michael Clark","","","Faculty of Technology","B21","R3009","50","14","",""
"Alexander Lee","274037199","AL16Y24@UoNEHT.ac.uk","Computer Science","1","Unit 5114 Box 1795 DPO AA 75364","(630)868-6690x930","COMP1404","Basic Algorithms","Emily Bowers","","","Faculty of Technology","B80","R2032","68","3","1",""
"Jill Hubbard","274080629","JH70Y24@UoNEHT.ac.uk","Computer Science","1","752 Matthew Viaduct Suite 760 Evansport, VT 91084","(574)789-6890","COMP1401","Basic Programming","Michael Navarro","Rachel Murray","","Faculty of Technology","B17","R7043","43","5","2","3"
"Jill Hubbard","274080629","JH70Y24@UoNEHT.ac.uk","Computer Science","1","752 Matthew Viaduct Suite 760 Evansport, VT 91084","(574)789-6890","COMP1402","Introduction to Software","Jennifer Johnson","","","Faculty of Technology","B68","R9070","10","6","",""
"Jill Hubbard","274080629","JH70Y24@UoNEHT.ac.uk","Computer Science","1","752 Matthew Viaduct Suite 760 Evansport, VT 91084","(574)789-6890","COMP1403","Beginner's Modelling","Michael Clark","","","Faculty of Technology","B21","R3009","22","1","",""
"Jill Hubbard","274080629","JH70Y24@UoNEHT.ac.uk","Computer Science","1","752 Matthew Viaduct Suite 760 Evansport, VT 91084","(574)789-6890","COMP1404","Basic Algorithms","Emily Bowers","","","Faculty of Technology","B80","R2032","66","7","4",""
"Christina Hooper","274111890","CH46Y24@UoNEHT.ac.uk","Computer Science","1","Unit 0704 Box 4420 DPO AP 53930","604.504.3327x230","COMP1401","Basic Programming","Michael Navarro","Rachel Murray","","Faculty of Technology","B17","R7043","73","2","1","2"
"Christina Hooper","274111890","CH46Y24@UoNEHT.ac.uk","Computer Science","1","Unit 0704 Box 4420 DPO AP 53930","604.504.3327x230","COMP1402","Introduction to Software","Jennifer Johnson","","","Faculty of Technology","B68","R9070","79","9","",""
"Christina Hooper","274111890","CH46Y24@UoNEHT.ac.uk","Computer Science","1","Unit 0704 Box 4420 DPO AP 53930","604.504.3327x230","COMP1403","Beginner's Modelling","Michael Clark","","","Faculty of Technology","B21","R3009","72","20","",""
"Christina Hooper","274111890","CH46Y24@UoNEHT.ac.uk","Computer Science","1","Unit 0704 Box 4420 DPO AP 53930","604.504.3327x230","COMP1404","Basic Algorithms","Emily Bowers","","","Faculty of Technology","B80","R2032","67","10","6",""
"Cheryl Mitchell","274173380","CM35Y24@UoNEHT.ac.uk","Computer Science","1","8384 Rogers Spring New Erica, AZ 96299","","COMP1401","Basic Programming","Michael Navarro","Rachel Murray","","Faculty of Technology","B17","R7043","30","5","0","0"
"Cheryl Mitchell","274173380","CM35Y24@UoNEHT.ac.uk","Computer Science","1","8384 Rogers Spring New Erica, AZ 96299","","COMP1402","Introduction to Software","Jennifer Johnson","","","Faculty of Technology","B68","R9070","7","0","",""
"Cheryl Mitchell","274173380","CM35Y24@UoNEHT.ac.uk","Computer Science","1","8384 Rogers Spring New Erica, AZ 96299","","COMP1403","Beginner's Modelling","Michael Clark","","","Faculty of Technology","B21","R3009","55","20","",""
"Cheryl Mitchell","274173380","CM35Y24@UoNEHT.ac.uk","Computer Science","1","8384 Rogers Spring New Erica, AZ 96299","","COMP1404","Basic Algorithms","Emily Bowers","","","Faculty of Technology","B80","R2032","21","9","2",""
"Ellen Steele","274205604","ES22Y24@UoNEHT.ac.uk","Computer Science","1","29702 Pamela Groves Keithtown, TX 36601","384.449.2698x73156","COMP1401","Basic Programming","Michael Navarro","Rachel Murray","","Faculty of Technology","B17","R7043","40","2","9","3"
"Ellen Steele","274205604","ES22Y24@UoNEHT.ac.uk","Computer Science","1","29702 Pamela Groves Keithtown, TX 36601","384.449.2698x73156","COMP1402","Introduction to Software","Jennifer Johnson","","","Faculty of Technology","B68","R9070","65","14","",""
"Ellen Steele","274205604","ES22Y24@UoNEHT.ac.uk","Computer Science","1","29702 Pamela Groves Keithtown, TX 36601","384.449.2698x73156","COMP1403","Beginner's Modelling","Michael Clark","","","Faculty of Technology","B21","R3009","21","3","",""
"Ellen Steele","274205604","ES22Y24@UoNEHT.ac.uk","Computer Science","1","29702 Pamela Groves Keithtown, TX 36601","384.449.2698x73156","COMP1404","Basic Algorithms","Emily Bowers","","","Faculty of Technology","B80","R2032","80","1","8",""
"Deborah Hatfield","274279413","DH27Y24@UoNEHT.ac.uk","Computer Science","1","PSC 5132, Box 1569 APO AP 28797","2837647308","COMP1401","Basic Programming","Michael Navarro","Rachel Murray","","Faculty of Technology","B17","R7043","5","5","1","2"
"Deborah Hatfield","274279413","DH27Y24@UoNEHT.ac.uk","Computer Science","1","PSC 5132, Box 1569 APO AP 28797","2837647308","COMP1402","Introduction to Software","Jennifer Johnson","","","Faculty of Technology","B68","R9070","7","17","",""
"Deborah Hatfield","274279413","DH27Y24@UoNEHT.ac.uk","Computer Science","1","PSC 5132, Box 1569 APO AP 28797","2837647308","COMP1403","Beginner's Modelling","Michael Clark","","","Faculty of Technology","B21","R3009","41","16","",""
"Deborah Hatfield","274279413","DH27Y24@UoNEHT.ac.uk","Computer Science","1","PSC 5132, Box 1569 APO AP 28797","2837647308","COMP1404","Basic Algorithms","Emily Bowers","","","Faculty of Technology","B80","R2032","5","0","1",""
"Jaime Hampton","274320237","JH71Y24@UoNEHT.ac.uk","Computer Science","1","85976 Jennifer Mountains Fieldsland, IN 44776","693.330.0761x9955","COMP1401","Basic Programming","Michael Navarro","Rachel Murray","","Faculty of Technology","B17","R7043","55","3","10","0"
"Jaime Hampton","274320237","JH71Y24@UoNEHT.ac.uk","Computer Science","1","85976 Jennifer Mountains Fieldsland, IN 44776","693.330.0761x9955","COMP1402","Introduction to Software","Jennifer Johnson","","","Faculty of Technology","B68","R9070","2","11","",""
"Jaime Hampton","274320237","JH71Y24@UoNEHT.ac.uk","Computer Science","1","85976 Jennifer Mountains Fieldsland, IN 44776","693.330.0761x9955","COMP1403","Beginner's Modelling","Michael Clark","","","Faculty of Technology","B21","R3009","70","8","",""
"Jaime Hampton","274320237","JH71Y24@UoNEHT.ac.uk","Computer Science","1","85976 Jennifer Mountains Fieldsland, IN 44776","693.330.0761x9955","COMP1404","Basic Algorithms","Emily Bowers","","","Faculty of Technology","B80","R2032","54","4","7",""
"Samantha Porter MD","274357834","SP27Y24@UoNEHT.ac.uk","Computer Science","1","81498 Lopez Forges Codyburgh, NY 79682","(647)896-1873x89424","COMP1401","Basic Programming","Michael Navarro","Rachel Murray","","Faculty of Technology","B17","R7043","50","4","9","2"
"Samantha Porter MD","274357834","SP27Y24@UoNEHT.ac.uk","Computer Science","1","81498 Lopez Forges Codyburgh, NY 79682","(647)896-1873x89424","COMP1402","Introduction to Software","Jennifer Johnson","","","Faculty of Technology","B68","R9070","35","18","",""
"Samantha Porter MD","274357834","SP27Y24@UoNEHT.ac.uk","Computer Science","1","81498 Lopez Forges Codyburgh, NY 79682","(647)896-1873x89424","COMP1403","Beginner's Modelling","Michael Clark","","","Faculty of Technology","B21","R3009","34","11","",""
"Samantha Porter MD","274357834","SP27Y24@UoNEHT.ac.uk","Computer Science","1","81498 Lopez Forges Codyburgh, NY 79682","(647)896-1873x89424","COMP1404","Basic Algorithms","Emily Bowers","","","Faculty of Technology","B80","R2032","49","0","2",""
"Joseph Ortiz","274382105","JO15Y24@UoNEHT.ac.uk","Computer Science","1","3093 Scott Oval West Connor, NJ 82161","4189907441","COMP1401","Basic Programming","Michael Navarro","Rachel Murray","","Faculty of Technology","B17","R7043","21","4","3","2"
"Joseph Ortiz","274382105","JO15Y24@UoNEHT.ac.uk","Computer Science","1","3093 Scott Oval West Connor, NJ 82161","4189907441","COMP1402","Introduction to Software","Jennifer Johnson","","","Faculty of Technology","B68","R9070","55","4","",""
"Joseph Ortiz","274382105","JO15Y24@UoNEHT.ac.uk","Computer Science","1","3093 Scott Oval West Connor, NJ 82161","4189907441","COMP1403","Beginner's Modelling","Michael Clark","","","Faculty of Technology","B21","R3009","23","10","",""
"Joseph Ortiz","274382105","JO15Y24@UoNEHT.ac.uk","Computer Science","1","3093 Scott Oval West Connor, NJ 82161","4189907441","COMP1404","Basic Algorithms","Emily Bowers","","","Faculty of Technology","B80","R2032","52","3","2",""
"Thomas Barron","274430984","TB19Y24@UoNEHT.ac.uk","Computer Science","1","7460 Bell Loaf Apt. 639 East Kayla, WY 16385","(301)381-2795x2964","COMP1401","Basic Programming","Michael Navarro","Rachel Murray","","Faculty of Technology","B17","R7043","32","2","2","1"
"Thomas Barron","274430984","TB19Y24@UoNEHT.ac.uk","Computer Science","1","7460 Bell Loaf Apt. 639 East Kayla, WY 16385","(301)381-2795x2964","COMP1402","Introduction to Software","Jennifer Johnson","","","Faculty of Technology","B68","R9070","18","9","",""
"Thomas Barron","274430984","TB19Y24@UoNEHT.ac.uk","Computer Science","1","7460 Bell Loaf Apt. 639 East Kayla, WY 16385","(301)381-2795x2964","COMP1403","Beginner's Modelling","Michael Clark","","","Faculty of Technology","B21","R3009","58","16","",""
"Thomas Barron","274430984","TB19Y24@UoNEHT.ac.uk","Computer Science","1","7460 Bell Loaf Apt. 639 East Kayla, WY 16385","(301)381-2795x2964","COMP1404","Basic Algorithms","Emily Bowers","","","Faculty of Technology","B80","R2032","31","7","5",""
"Ronnie Adkins","274453817","RA9Y24@UoNEHT.ac.uk","Computer Science","1","7149 Andrew Trace Leahton, SD 74599","652-409-8913x318","COMP1401","Basic Programming","Michael Navarro","Rachel Murray","","Faculty of Technology","B17","R7043","41","4","3","5"
"Ronnie Adkins","274453817","RA9Y24@UoNEHT.ac.uk","Computer Science","1","7149 Andrew Trace Leahton, SD 74599","652-409-8913x318","COMP1402","Introduction to Software","Jennifer Johnson","","","Faculty of Technology","B68","R9070","14","9","",""
"Ronnie Adkins","274453817","RA9Y24@UoNEHT.ac.uk","Computer Science","1","7149 Andrew Trace Leahton, SD 74599","652-409-8913x318","COMP1403","Beginner's Modelling","Michael Clark","","","Faculty of Technology","B21","R3009","63","19","",""
"Ronnie Adkins","274453817","RA9Y24@UoNEHT.ac.uk","Computer Science","1","7149 Andrew Trace Leahton, SD 74599","652-409-8913x318","COMP1404","Basic Algorithms","Emily Bowers","","","Faculty of Technology","B80","R2032","74","4","9",""
"Alexandra King DDS","274553027","AK12Y24@UoNEHT.ac.uk","Computer Science","1","616 Dylan Groves New Mario, NE 58974","692-250-1062x3575","COMP1401","Basic Programming","Michael Navarro","Rachel Murray","","Faculty of Technology","B17","R7043","57","1","7","2"
"Alexandra King DDS","274553027","AK12Y24@UoNEHT.ac.uk","Computer Science","1","616 Dylan Groves New Mario, NE 58974","692-250-1062x3575","COMP1402","Introduction to Software","Jennifer Johnson","","","Faculty of Technology","B68","R9070","18","15","",""
"Alexandra King DDS","274553027","AK12Y24@UoNEHT.ac.uk","Computer Science","1","616 Dylan Groves New Mario, NE 58974","692-250-1062x3575","COMP1403","Beginner's Modelling","Michael Clark","","","Faculty of Technology","B21","R3009","49","16","",""
"Alexandra King DDS","274553027","AK12Y24@UoNEHT.ac.uk","Computer Science","1","616 Dylan Groves New Mario, NE 58974","692-250-1062x3575","COMP1404","Basic Algorithms","Emily Bowers","","","Faculty of Technology","B80","R2032","1","10","2",""
"Aaron Tanner","274613604","AT16Y24@UoNEHT.ac.uk","Computer Science","1","925 Roger Lakes Palmerbury, CA 62550","370.345.5668","COMP1401","Basic Programming","Michael Navarro","Rachel Murray","","Faculty of Technology","B17","R7043","44","1","9","4"
"Aaron Tanner","274613604","AT16Y24@UoNEHT.ac.uk","Computer Science","1","925 Roger Lakes Palmerbury, CA 62550","370.345.5668","COMP1402","Introduction to Software","Jennifer Johnson","","","Faculty of Technology","B68","R9070","76","13","",""
"Aaron Tanner","274613604","AT16Y24@UoNEHT.ac.uk","Computer Science","1","925 Roger Lakes Palmerbury, CA 62550","370.345.5668","COMP1403","Beginner's Modelling","Michael Clark","","","Faculty of Technology","B21","R3009","20","0","",""
"Aaron Tanner","274613604","AT16Y24@UoNEHT.ac.uk","Computer Science","1","925 Roger Lakes Palmerbury, CA 62550","370.345.5668","COMP1404","Basic Algorithms","Emily Bowers","","","Faculty of Technology","B80","R2032","29","9","1",""
"Anna Wright","274688355","AW41Y24@UoNEHT.ac.uk","Computer Science","1","5202 Marc Forges Apt. 615 Daughertystad, ND 93971","226-746-5569x43071","COMP1401","Basic Programming","Michael Navarro","Rachel Murray","","Faculty of Technology","B17","R7043","53","2","5","2"
"Anna Wright","274688355","AW41Y24@UoNEHT.ac.uk","Computer Science","1","5202 Marc Forges Apt. 615 Daughertystad, ND 93971","226-746-5569x43071","COMP1402","Introduction to Software","Jennifer Johnson","","","Faculty of Technology","B68","R9070","9","18","",""
"Anna Wright","274688355","AW41Y24@UoNEHT.ac.uk","Computer Science","1","5202 Marc Forges Apt. 615 Daughertystad, ND 93971","226-746-5569x43071","COMP1403","Beginner's Modelling","Michael Clark","","","Faculty of Technology","B21","R3009","13","16","",""
"Anna Wright","274688355","AW41Y24@UoNEHT.ac.uk","Computer Science","1","5202 Marc Forges Apt. 615 Daughertystad, ND 93971","226-746-5569x43071","COMP1404","Basic Algorithms","Emily Bowers","","","Faculty of Technology","B80","R2032","10","4","1",""
"Savannah Lewis","274768777","SL17Y24@UoNEHT.ac.uk","Computer Science","1","544 Nicholas Shoal West Mary, NH 59211","668.679.0419x8475","COMP1401","Basic Programming","Michael Navarro","Rachel Murray","","Faculty of Technology","B17","R7043","0","1","3","4"
"Savannah Lewis","274768777","SL17Y24@UoNEHT.ac.uk","Computer Science","1","544 Nicholas Shoal West Mary, NH 59211","668.679.0419x8475","COMP1402","Introduction to Software","Jennifer Johnson","","","Faculty of Technology","B68","R9070","34","19","",""
"Savannah Lewis","274768777","SL17Y24@UoNEHT.ac.uk","Computer Science","1","544 Nicholas Shoal West Mary, NH 59211","668.679.0419x8475","COMP1403","Beginner's Modelling","Michael Clark","","","Faculty of Technology","B21","R3009","34","18","",""
"Savannah Lewis","274768777","SL17Y24@UoNEHT.ac.uk","Computer Science","1","544 Nicholas Shoal West Mary, NH 59211","668.679.0419x8475","COMP1404","Basic Algorithms","Emily Bowers","","","Faculty of Technology","B80","R2032","66","3","3",""
"Joe Clark","274863249","JC67Y24@UoNEHT.ac.uk","Computer Science","1","149 Brown Burgs Apt. 517 North Veronicastad, DE 13208","","COMP1401","Basic Programming","Michael Navarro","Rachel Murray","","Faculty of Technology","B17","R7043","17","5","4","5"
"Joe Clark","274863249","JC67Y24@UoNEHT.ac.uk","Computer Science","1","149 Brown Burgs Apt. 517 North Veronicastad, DE 13208","","COMP1402","Introduction to Software","Jennifer Johnson","","","Faculty of Technology","B68","R9070","49","19","",""
"Joe Clark","274863249","JC67Y24@UoNEHT.ac.uk","Computer Science","1","149 Brown Burgs Apt. 517 North Veronicastad, DE 13208","","COMP1403","Beginner's Modelling","Michael Clark","","","Faculty of Technology","B21","R3009","56","18","",""
"Joe Clark","274863249","JC67Y24@UoNEHT.ac.uk","Computer Science","1","149 Brown Burgs Apt. 517 North Veronicastad, DE 13208","","COMP1404","Basic Algorithms","Emily Bowers","","","Faculty of Technology","B80","R2032","62","2","6",""
"William Barker","274886470","WB6Y24@UoNEHT.ac.uk","Computer Science","1","26841 Garza Circle Suite 085 Sandovalberg, MH 32637","+1-626-411-4907x20529","COMP1401","Basic Programming","Michael Navarro","Rachel Murray","","Faculty of Technology","B17","R7043","75","4","4","3"
"William Barker","274886470","WB6Y24@UoNEHT.ac.uk","Computer Science","1","26841 Garza Circle Suite 085 Sandovalberg, MH 32637","+1-626-411-4907x20529","COMP1402","Introduction to Software","Jennifer Johnson","","","Faculty of Technology","B68","R9070","47","20","",""
"William Barker","274886470","WB6Y24@UoNEHT.ac.uk","Computer Science","1","26841 Garza Circle Suite 085 Sandovalberg, MH 32637","+1-626-411-4907x20529","COMP1403","Beginner's Modelling","Michael Clark","","","Faculty of Technology","B21","R3009","29","6","",""
"William Barker","274886470","WB6Y24@UoNEHT.ac.uk","Computer Science","1","26841 Garza Circle Suite 085 Sandovalberg, MH 32637","+1-626-411-4907x20529","COMP1404","Basic Algorithms","Emily Bowers","","","Faculty of Technology","B80","R2032","4","10","5",""
"Tara Ritter","274904310","TR25Y24@UoNEHT.ac.uk","Computer Science","1","0046 Foley Mountain Adkinsview, CT 21072","(475)757-7994x977","COMP1401","Basic Programming","Michael Navarro","Rachel Murray","","Faculty of Technology","B17","R7043","65","2","8","4"
"Tara Ritter","274904310","TR25Y24@UoNEHT.ac.uk","Computer Science","1","0046 Foley Mountain Adkinsview, CT 21072","(475)757-7994x977","COMP1402","Introduction to Software","Jennifer Johnson","","","Faculty of Technology","B68","R9070","41","15","",""
"Tara Ritter","274904310","TR25Y24@UoNEHT.ac.uk","Computer Science","1","0046 Foley Mountain Adkinsview, CT 21072","(475)757-7994x977","COMP1403","Beginner's Modelling","Michael Clark","","","Faculty of Technology","B21","R3009","75","18","",""
"Tara Ritter","274904310","TR25Y24@UoNEHT.ac.uk","Computer Science","1","0046 Foley Mountain Adkinsview, CT 21072","(475)757-7994x977","COMP1404","Basic Algorithms","Emily Bowers","","","Faculty of Technology","B80","R2032","75","3","2",""
"Terri Zhang","274931861","TZ1Y24@UoNEHT.ac.uk","Computer Science","1","0768 Reid Vista Janechester, VI 53783","564.333.5750","COMP1401","Basic Programming","Michael Navarro","Rachel Murray","","Faculty of Technology","B17","R7043","44","0","7","0"
"Terri Zhang","274931861","TZ1Y24@UoNEHT.ac.uk","Computer Science","1","0768 Reid Vista Janechester, VI 53783","564.333.5750","COMP1402","Introduction to Software","Jennifer Johnson","","","Faculty of Technology","B68","R9070","28","2","",""
"Terri Zhang","274931861","TZ1Y24@UoNEHT.ac.uk","Computer Science","1","0768 Reid Vista Janechester, VI 53783","564.333.5750","COMP1403","Beginner's Modelling","Michael Clark","","","Faculty of Technology","B21","R3009","11","9","",""
"Terri Zhang","274931861","TZ1Y24@UoNEHT.ac.uk","Computer Science","1","0768 Reid Vista Janechester, VI 53783","564.333.5750","COMP1404","Basic Algorithms","Emily Bowers","","","Faculty of Technology","B80","R2032","59","5","4",""
